,Endereço,Latitude,Longitude
53704,"R SAO SALVADOR, 409",,
53705,"R SAO SALVADOR, 409",,
53706,"R SAO SALVADOR, 409",,
53707,"R SAO SALVADOR, 409",,
53708,"R FELIPE CAMARAO, 564",,
53709,"AV BALTAZAR DE OLIVEIRA GARCIA, 2720/5",,
53710,"BC JOSE PARIS, 339/6",,
53711,"BC JOSE PARIS, 339/6",,
53712,"BC JOSE PARIS, 339/6",,
53713,"R SANTOS DUMONT, 1287/2",,
53714,"R GUILHERME ALVES, 1719",,
53715,"R GUILHERME ALVES, 1719",,
53716,"AV PERNAMBUCO, 1313",,
53717,"R DOM PEDRO II, 390/111",,
53718,"R DOM PEDRO II, 390/111",,
53719,"R DOM PEDRO II, 390/111",,
53720,"R CHAVES BARCELOS, 27/506",,
53721,"AV FERNANDO FERRARI, 1001/33",,
53722,"R COMANDAI, 340",,
53723,"R CONSELHEIRO TRAVASSOS, 618",,
53724,"R CARLOS VON KOSERITZ, 115",,
53725,"R PORTUGUESA, 141",,
53726,"R PORTUGUESA, 141",,
53727,"R FELIX DA CUNHA, 224/203",,
53728,"R VIGARIO JOSE IGNACIO, 499",,
53729,"AV PANAMERICANA, 1166/2",,
53730,"AV PANAMERICANA, 1166/2",,
53731,"AV PANAMERICANA, 1166/2",,
53732,"AV PANAMERICANA, 1166/2",,
53733,"AV PRESIDENTE FRANKLIN ROOSEVELT, 988",,
53734,"AV PRESIDENTE FRANKLIN ROOSEVELT, 988",,
53735,"AV PROTASIO ALVES, 2934/1",,
53736,"AV SALVADOR LEAO, 146",,
53737,"AV AZENHA, 717",,
53738,"AV AZENHA, 717",,
53739,"AV AZENHA, 717",,
53740,"AV OTTO NIEMEYER, 1043",,
53741,"AV OTTO NIEMEYER, 1043",,
53742,"AV ASSIS BRASIL, 9216",,
53743,"AV ASSIS BRASIL, 9216",,
53744,"AV ASSIS BRASIL, 9216",,
53745,"AV BENTO GONCALVES, 816",,
53746,"AV BENTO GONCALVES, 816",,
53747,"AV IPIRANGA, 3333",,
53748,"AV IPIRANGA, 3333",,
53749,"PCA LIMA DUARTE, 9",,
53750,"PCA LIMA DUARTE, 9",,
53751,"R PROF IVO CORSEUIL, 550",,
53752,"R PROF IVO CORSEUIL, 550",,
53753,"R PROF IVO CORSEUIL, 550",,
53754,"AV PROTASIO ALVES, 7917",,
53755,"AV PROTASIO ALVES, 7917",,
53756,"AV PROTASIO ALVES, 7917",,
53757,"AV WENCESLAU ESCOBAR, 1164",,
53758,"AV WENCESLAU ESCOBAR, 1164",,
53759,"AV FARRAPOS, 858",,
53760,"AV FARRAPOS, 858",,
53761,"AV PROTASIO ALVES, 12403",,
53762,"AV PROTASIO ALVES, 12403",,
53763,"AV PROTASIO ALVES, 12403",,
53764,"AV BENTO GONCALVES, 4937",,
53765,"AV BENTO GONCALVES, 4985",,
53766,"AV BENTO GONCALVES, 4985",,
53767,"AV BENTO GONCALVES, 4985",,
53768,"AV BENTO GONCALVES, 4985",,
53769,"AV BENTO GONCALVES, 1960",,
53770,"AV BENTO GONCALVES, 1960",,
53771,"AV BENTO GONCALVES, 1960",,
53772,"AV IPIRANGA, 4850",,
53773,"AV IPIRANGA, 4850",,
53774,"AV IPIRANGA, 4850",,
53775,"AV FORTE, 1812",,
53776,"AV FORTE, 1812",,
53777,"AV IPIRANGA, 3756",,
53778,"AV IPIRANGA, 3756",,
53779,"AV IPIRANGA, 3756",,
53780,"R J THADEO ONAR, 35",,
53781,"R J THADEO ONAR, 35",,
53782,"R J THADEO ONAR, 35",,
53783,"AV FARRAPOS, 265",,
53784,"AV FARRAPOS, 265",,
53785,"AV ICARAI, 910",,
53786,"AV ICARAI, 910",,
53787,"AV PADRE CACIQUE, 970",,
53788,"AV PADRE CACIQUE, 970",,
53789,"AV PADRE CACIQUE, 970",,
53790,"AV RODRIGUES DA FONSECA, 1933",,
53791,"AV RODRIGUES DA FONSECA, 1933",,
53792,"AV RODRIGUES DA FONSECA, 1933",,
53793,"AV FERNANDO FERRARI, 1001",,
53794,"AV FERNANDO FERRARI, 1001",,
53795,"AV CAVALHADA, 2490",,
53796,"AV SERTORIO, 5405",,
53797,"AV SERTORIO, 5405",,
53798,"AV SERTORIO, 5405",,
53799,"AV BENTO GONCALVES, 8235",,
53800,"AV BENTO GONCALVES, 8235",,
53801,"AV BENTO GONCALVES, 8235",,
53802,"R VOLUNTARIOS DA PATRIA, 3698",,
53803,"AV DR NILO PECANHA, 2281",,
53804,"AV DR NILO PECANHA, 2281",,
53805,"AV DR NILO PECANHA, 2281",,
53806,"AV BENTO GONCALVES, 943",,
53807,"AV BENTO GONCALVES, 943",,
53808,"AV BENTO GONCALVES, 943",,
53809,"R JOSE DE ALENCAR, 399",,
53810,"R JOSE DE ALENCAR, 399",,
53811,"AV PERNAMBUCO, 1864",,
53812,"R DOM PEDRO II, 1034",,
53813,"R DOM PEDRO II, 1034",,
53814,"AV FARRAPOS, 2099",,
53815,"AV IPIRANGA, 4055",,
53816,"AV IPIRANGA, 4055",,
53817,"AV IPIRANGA, 4055",,
53818,"AV CAVALHADA, 2490",,
53819,"AV CAVALHADA, 2490",,
53820,"AV CAVALHADA, 2490",,
53821,"AV CAVALHADA, 3380",,
53822,"AV IPIRANGA, 4003",,
53823,"R CALDRE E FIAO, 838",,
53824,"R MAIAS, 626",,
53825,"R CORREA LIMA, 1270",,
53826,"AV MARTIM FELIX BERTA, 2090",,
53827,"R ERNESTO ARAUJO, 145",,
53828,"AV PROF OSCAR PEREIRA, 2958",,
53829,"AV PROF OSCAR PEREIRA, 2958",,
53830,"AV PROF OSCAR PEREIRA, 2958",,
53831,"AV PROF OSCAR PEREIRA, 2958",,
53832,"AV PROF OSCAR PEREIRA, 6100",,
53833,"AV PROF OSCAR PEREIRA, 6100",,
53834,"AV PROF OSCAR PEREIRA, 6100",,
53835,"R DONA IRIS, 47",,
53836,"AV BALTAZAR DE OLIVEIRA GARCIA, 3320",,
53837,"ESTR JOAO ANTONIO SILVEIRA, 1370",,
53838,"ESTR JOAO ANTONIO SILVEIRA, 1370",,
53839,"ESTR JOAO ANTONIO SILVEIRA, 1370",,
53840,"AV OTTO NIEMEYER, 910",,
53841,"AV CEARA, 34",,
53842,"AV CEARA, 34",,
53843,"AV JUCA BATISTA, 631",,
53844,"AV TERESOPOLIS, 3368",,
53845,"AV TERESOPOLIS, 3368",,
53846,"AV SERTORIO, 2405",,
53847,"AV ASSIS BRASIL, 8200",,
53848,"AV BALTAZAR DE OLIVEIRA GARCIA, 1425",,
53849,"AV MANOEL ELIAS, 890",,
53850,"AV HEITOR VIEIRA, 1090",,
53851,"R PROF CRISTIANO FISCHER, 1272",,
53852,"R PROF CRISTIANO FISCHER, 1272",,
53853,"R PROF CRISTIANO FISCHER, 1272",,
53854,"AV SATURNINO DE BRITO, 1018",,
53855,"AV SATURNINO DE BRITO, 1018",,
53856,"AV SATURNINO DE BRITO, 1018",,
53857,"AV DR NILO PECANHA, 1342",,
53858,"AV DR NILO PECANHA, 1342",,
53859,"AV BENTO GONCALVES, 919",,
53860,"AV BENTO GONCALVES, 919",,
53861,"AV CAVALHADA, 3380",,
53862,"AV FRANCISCO TREIN, 557",,
53863,"AV FRANCISCO TREIN, 557",,
53864,"AV FRANCISCO TREIN, 557",,
53865,"AV FRANCISCO TREIN, 557",,
53866,"AV OSVALDO ARANHA, 1219",,
53867,"AV OSVALDO ARANHA, 1219",,
53868,"AV FARRAPOS, 2099",,
53869,"AV FARRAPOS, 2099",,
53870,"AV ASSIS BRASIL, 6853",,
53871,"AV ASSIS BRASIL, 6853",,
53872,"AV ASSIS BRASIL, 6853",,
53873,"AV ASSIS BRASIL, 6853",,
53874,"AV ASSIS BRASIL, 5023",,
53875,"AV ASSIS BRASIL, 5023",,
53876,"AV ASSIS BRASIL, 8703",,
53877,"AV ASSIS BRASIL, 8703",,
53878,"AV NONOAI, 1234",,
53879,"AV NONOAI, 1234",,
53880,"AV IPIRANGA, 4055",,
53881,"AV IPIRANGA, 4055",,
53882,"AV IPIRANGA, 4055",,
53883,"AV ANTONIO CARVALHO, 130",,
53884,"AV ANTONIO CARVALHO, 130",,
53885,"AV BORGES DE MEDEIROS, 2205",,
53886,"AV BORGES DE MEDEIROS, 2205",,
53887,"AV BORGES DE MEDEIROS, 2205",,
53888,"AV BORGES DE MEDEIROS, 2205",,
53889,"R JOAO VIEIRA DE AGUIAR SOBRINHO, 655",,
53890,"AV BRASIL, 925",,
53891,"AV BRASIL, 925",,
53892,"AV BRASIL, 925",,
53893,"AV FRANCISCO SILVEIRA BITENCOURT, 855",,
53894,"AV FRANCISCO SILVEIRA BITENCOURT, 855",,
53895,"AV FRANCISCO SILVEIRA BITENCOURT, 855",,
53896,"AV PROF OSCAR PEREIRA, 1419",,
53897,"AV PROF OSCAR PEREIRA, 1419",,
53898,"AV PROF OSCAR PEREIRA, 1419",,
53899,"AV PROF OSCAR PEREIRA, 1419",,
53900,"AV PROF OSCAR PEREIRA, 1419",,
53901,"AV SERTORIO, 9505",,
53902,"AV SERTORIO, 9505",,
53903,"AV SERTORIO, 9505",,
53904,"R VOLUNTARIOS DA PATRIA, 1188",,
53905,"R VOLUNTARIOS DA PATRIA, 1188",,
53906,"R VOLUNTARIOS DA PATRIA, 1188",,
53907,"AV ASSIS BRASIL, 6389",,
53908,"AV ASSIS BRASIL, 6389",,
53909,"AV FRANCISCO SILVEIRA BITENCOURT, 1955",,
53910,"AV TERESOPOLIS, 3408",,
53911,"AV NONOAI, 821",,
53912,"AV NONOAI, 821",,
53913,"AV NONOAI, 821",,
53914,"AV CRISTOVAO COLOMBO, 2455",,
53915,"R MIGUEL TEIXEIRA, 189",,
53916,"AV IPIRANGA, 3884",,
53917,"AV IPIRANGA, 3884",,
53918,"AV IPIRANGA, 3884",,
53919,"R PEDRO IVO, 891",,
53920,"AV INDUSTRIAS, 1270",,
53921,"AV INDUSTRIAS, 1270",,
53922,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1241",,
53923,"AV JOAO WALLIG, 1800/238",,
53924,"AV JOAO WALLIG, 1800/238",,
53925,"AV JOAO WALLIG, 1800/238",,
53926,"AV AZENHA, 1495/201",,
53927,"AV BALTAZAR DE OLIVEIRA GARCIA, 1889",,
53928,"R CARLOS GARDEL, 175",,
53929,"R CARLOS GARDEL, 175",,
53930,"AV BRASIL, 135",,
53931,"AV BRASIL, 135",,
53932,"AV GETULIO VARGAS, 899",,
53933,"R SAO SALVADOR, 34",,
53934,"AV PATRIA, 719",,
53935,"AV PATRIA, 719",,
53936,"R CARLOS VON KOSERITZ, 456",,
53937,"R BARAO DO AMAZONAS, 810",,
53938,"R BARAO DO AMAZONAS, 810",,
53939,"R IRMAO FRANCISCO, 100/207",,
53940,"R IRMAO FRANCISCO, 100/203",,
53941,"R IRMAO FRANCISCO, 100/203",,
53942,"R MARIANTE, 288/609",,
53943,"AV FORTE, 1551/1",,
53944,"LE MERCADO PUBLICO CENTRAL-INTERNO, 1",,
53945,"LE MERCADO PUBLICO CENTRAL-INTERNO, 1",,
53946,"AV VINTE UM DE ABRIL, 481",,
53947,"R DINARTE RIBEIRO, 18",,
53948,"R DINARTE RIBEIRO, 18",,
53949,"R SAO LUIZ, 1056",,
53950,"R SAO LUIZ, 1056",,
53951,"R LAUDELINO FREIRE, 567",,
53952,"AV FRANCISCO SILVEIRA BITENCOURT, 1300",,
53953,"R NICOLAU FAILLACE, 236/1",,
53954,"R NICOLAU FAILLACE, 236/1",,
53955,"AV ASSIS BRASIL, 4778",,
53956,"R CEL VICENTE, 202",,
53957,"R CEL VICENTE, 202",,
53958,"R CEL VICENTE, 202",,
53959,"R CEL VICENTE, 202",,
53960,"AV ALBERTO BINS, 912",,
53961,"R BEZERRA DE MENEZES, 87/404",,
53962,"R FERNANDO GOMES, 128/1002",,
53963,"R FERNANDO GOMES, 128/1002",,
53964,"AV CRISTOVAO COLOMBO, 771",,
53965,"R JOSE MONTAURY, 175",,
53966,"R JOSE MONTAURY, 175",,
53967,"AV ASSIS BRASIL, 8685",,
53968,"AV ASSIS BRASIL, 8685",,
53969,"AV ASSIS BRASIL, 8685",,
53970,"AV ASSIS BRASIL, 8685",,
53971,"AV AZENHA, 1195/24",,
53972,"AV AZENHA, 1195/24",,
53973,"AV AZENHA, 1195/24",,
53974,"AV AZENHA, 1195/24",,
53975,"AV AZENHA, 1195/23",,
53976,"PCA QUINZE DE NOVEMBRO, 42",,
53977,"PCA QUINZE DE NOVEMBRO, 42",,
53978,"AV FORTE, 1583",,
53979,"AV FORTE, 1583",,
53980,"R DONA SEBASTIANA, 71",,
53981,"AV JOAO WALLIG, 1800/273",,
53982,"AV JOAO WALLIG, 1800/273",,
53983,"AV JOAO WALLIG, 1800/273",,
53984,"AV JOAO WALLIG, 1800/273",,
53985,"R OLAVO BARRETO VIANA, 36",,
53986,"AV PRAIA DE BELAS, 1181/3038",,
53987,"AV PRAIA DE BELAS, 1181/74",,
53988,"AV CEARA, 811/606",,
53989,"AV CEARA, 811/606",,
53990,"AV CEARA, 811/606",,
53991,"R DONA SEBASTIANA, 71",,
53992,"AV ASSIS BRASIL, 2251/201",,
53993,"AV ASSIS BRASIL, 2251/201",,
53994,"R CHAVES BARCELOS, 36/1001",,
53995,"AV BALTAZAR DE OLIVEIRA GARCIA, 1875",,
53996,"AV BALTAZAR DE OLIVEIRA GARCIA, 1875",,
53997,"AV CAVALHADA, 2642",,
53998,"AV PROTASIO ALVES, 5711",,
53999,"AV PROTASIO ALVES, 5711",,
54000,"R LA PLATA, 576",,
54001,"AV ASSIS BRASIL, 1800/303",,
54002,"R CEL FEIJO, 48/1",,
54003,"R CEL FEIJO, 48/1",,
54004,"R OLIVEIRA LOPES, 86",,
54005,"R OLIVEIRA LOPES, 86",,
54006,"AV BENJAMIN CONSTANT, 1134",,
54007,"R DELFINO RIET, 183",,
54008,"R DELFINO RIET, 183",,
54009,"AV FARRAPOS, 746",,
54010,"ESTR VAREJAO, 3199",,
54011,"ESTR VAREJAO, 3199",,
54012,"R ADOLPHO G LUCE JUNIOR, 55/4",,
54013,"AV PADRE CACIQUE, 891",,
54014,"AV LAMI, 4488",,
54015,"R DONA TEODORA, 435",,
54016,"AV JOSE BONIFACIO, 645",,
54017,"R MARQUES DE ALEGRETE, 361",,
54018,"R IRMAO JOSE OTAO, 176",,
54019,"AV AZENHA, 1195/7",,
54020,"AV AZENHA, 1195/7",,
54021,"R SENHOR DOS PASSOS, 154",,
54022,"BC JOSE PARIS, 339/6",,
54023,"BC JOSE PARIS, 339/6",,
54024,"R SERRO AZUL, 740/4",,
54025,"R SERRO AZUL, 740/4",,
54026,"R SERRO AZUL, 740/4",,
54027,"R SPORT CLUB SAO JOSE, 158",,
54028,"R SPORT CLUB SAO JOSE, 158",,
54029,"BC JOSE PARIS, 675/13",,
54030,"AV GEN EMILIO LUCIO ESTEVES, 78",,
54031,"AV GEN EMILIO LUCIO ESTEVES, 78",,
54032,"AV JUCA BATISTA, 1468/12",,
54033,"AV JUCA BATISTA, 1468/12",,
54034,"AV JUCA BATISTA, 1468/12",,
54035,"AV BALTAZAR DE OLIVEIRA GARCIA, 2723",,
54036,"AV BALTAZAR DE OLIVEIRA GARCIA, 2723",,
54037,"AV MAUA, 2011/806",,
54038,"AV DIARIO DE NOTICIAS, 300",,
54039,"R SANTA CATARINA, 237",,
54040,"R SANTA CATARINA, 237",,
54041,"R SANTA CATARINA, 237",,
54042,"R SANTA CATARINA, 237",,
54043,"AV DIARIO DE NOTICIAS, 300/1087",,
54044,"AV DIARIO DE NOTICIAS, 300/1087",,
54045,"AV JAIME VIGNOLI, 379",,
54046,"AV SERTORIO, 5235",,
54047,"R RAMIRO BARCELOS, 1994",,
54048,"R RAMIRO BARCELOS, 1994",,
54049,"AV ASSIS BRASIL, 1619/202",,
54050,"AV ASSIS BRASIL, 1619/101",,
54051,"R PEDRO CANGA, 99",,
54052,"R GEN LIMA E SILVA, 1195",,
54053,"R GEN LIMA E SILVA, 1195",,
54054,"R GEN LIMA E SILVA, 1195",,
54055,"R GEN LIMA E SILVA, 1195",,
54056,"R JOSE DE ALENCAR, 386/406",,
54057,"AV BORGES DE MEDEIROS, 2235",,
54058,"AV ASSIS BRASIL, 3090/6",,
54059,"AV ASSIS BRASIL, 3090/6",,
54060,"AV ASSIS BRASIL, 3090/6",,
54061,"AV ASSIS BRASIL, 3090/6",,
54062,"AV ASSIS BRASIL, 3090/6",,
54063,"R HILARIO RIBEIRO, 281",,
54064,"R OLAVO BARRETO VIANA, 36/2",,
54065,"AV DIARIO DE NOTICIAS, 300/1011",,
54066,"AV PADRE CACIQUE, 2000/1",,
54067,"R ENG ILDEFONSO SIMOES LOPES, 323",,
54068,"AV DIARIO DE NOTICIAS, 300/2096",,
54069,"AV DIARIO DE NOTICIAS, 300/2096",,
54070,"AV DIARIO DE NOTICIAS, 300/2096",,
54071,"AV CEL LUCAS DE OLIVEIRA, 1190",,
54072,"AV CEL LUCAS DE OLIVEIRA, 1190",,
54073,"R HILARIO RIBEIRO, 281",,
54074,"R HILARIO RIBEIRO, 281",,
54075,"R HILARIO RIBEIRO, 281",,
54076,"R PEDRO CANGA, 99",,
54077,"AV BRASIL, 1289",,
54078,"AV BRASIL, 1289",,
54079,"AV BRASIL, 1289",,
54080,"AV WENCESLAU ESCOBAR, 2054",,
54081,"AV WENCESLAU ESCOBAR, 2054",,
54082,"R ATILIO SUPERTTI, 447",,
54083,"R PADRE DIOGO FEIJO, 278",,
54084,"AV AZENHA, 1067/32",,
54085,"R VERISSIMO ROSA, 462",,
54086,"AV BENTO GONCALVES, 6248/306",,
54087,"AV BENTO GONCALVES, 6248/306",,
54088,"AV BENTO GONCALVES, 6248/306",,
54089,"AV BENTO GONCALVES, 6248/306",,
54090,"R MUTUALIDADE, 41",,
54091,"R MORRETES, 350",,
54092,"R MORRETES, 350",,
54093,"AV JOAO WALLIG, 1800/204",,
54094,"AV ASSIS BRASIL, 3855",,
54095,"AV ASSIS BRASIL, 3855",,
54096,"AV AMAZONAS, 790",,
54097,"AV AMAZONAS, 790",,
54098,"AV BENTO GONCALVES, 503/1",,
54099,"AV BENTO GONCALVES, 503/1",,
54100,"R DR JOAO INACIO, 453",,
54101,"R SAO MANOEL, 1535",,
54102,"AL AFONSO CELSO, 62",,
54103,"AL AFONSO CELSO, 62",,
54104,"AV PROF OSCAR PEREIRA, 250",,
54105,"R VIGARIO JOSE IGNACIO, 639",,
54106,"AV SOUZA MELO, 25",,
54107,"R MARECHAL FLORIANO PEIXOTO, 18/8",,
54108,"R MARECHAL FLORIANO PEIXOTO, 18/8",,
54109,"R FREDERICO MENTZ, 1561/115",,
54110,"AV ASSIS BRASIL, 7421",,
54111,"AV ASSIS BRASIL, 7421",,
54112,"AV PRESIDENTE FRANKLIN ROOSEVELT, 456",,
54113,"AV PRINCESA ISABEL, 359",,
54114,"R VITOR VALPIRIO, 91",,
54115,"R ANDRADAS, 1195",,
54116,"R ANDRADAS, 1195",,
54117,"R ANDRADAS, 1195",,
54118,"R ANDRADAS, 1195",,
54119,"AV ASSIS BRASIL, 4320/7",,
54120,"AV ANTONIO CARVALHO, 2056",,
54121,"AV FRANCA, 1149",,
54122,"R MURILO FURTADO, 116",,
54123,"R MURILO FURTADO, 116",,
54124,"R MARCILIO DIAS, 1546/301",,
54125,"R MARCILIO DIAS, 1546/301",,
54126,"AV CRISTOVAO COLOMBO, 545/1095",,
54127,"AV PLINIO BRASIL MILANO, 2343/1",,
54128,"AV PARA, 1190",,
54129,"AV PERNAMBUCO, 1996/101",,
54130,"R SAO MANOEL, 249",,
54131,"R SAO MANOEL, 249",,
54132,"AV GETULIO VARGAS, 1150",,
54133,"AV GETULIO VARGAS, 1150",,
54134,"AV DIARIO DE NOTICIAS, 300/1066",,
54135,"R CIDREIRA, 113",,
54136,"AV FERNANDO FERRARI, 1001/28",,
54137,"AV FERNANDO FERRARI, 1001/28",,
54138,"AV ASSIS BRASIL, 3522/218",,
54139,"AV ASSIS BRASIL, 3522/218",,
54140,"AV ASSIS BRASIL, 3522/218",,
54141,"AV AMAZONAS, 871/4",,
54142,"AV JUCA BATISTA, 1250",,
54143,"R ERNESTO FONTOURA, 1479/801",,
54144,"R ERNESTO FONTOURA, 1479/801",,
54145,"AV GUIDO MONDIN, 174",,
54146,"R SILVA SO, 163",,
54147,"R SILVA SO, 163",,
54148,"R ANDRADAS, 1560/6",,
54149,"AV CHICAGO, 92",,
54150,"R SYLVIO SANSON, 112",,
54151,"AV BORGES DE MEDEIROS, 668",,
54152,"AV BORGES DE MEDEIROS, 668",,
54153,"AV BORGES DE MEDEIROS, 668",,
54154,"AV BORGES DE MEDEIROS, 668",,
54155,"AV BORGES DE MEDEIROS, 454",,
54156,"AV BORGES DE MEDEIROS, 454",,
54157,"AV BORGES DE MEDEIROS, 454",,
54158,"AV BORGES DE MEDEIROS, 454",,
54159,"AV BORGES DE MEDEIROS, 454",,
54160,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54161,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54162,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54163,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54164,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54165,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54166,"R MARECHAL FLORIANO PEIXOTO, 4/7",,
54167,"AV GUIDO MONDIN, 164",,
54168,"R SAO MANOEL, 1261/801",,
54169,"R SAO MANOEL, 1261/801",,
54170,"R HORIZONTINA, 56",,
54171,"R HORIZONTINA, 56",,
54172,"R FERNANDES VIEIRA, 629",,
54173,"R FERNANDES VIEIRA, 629",,
54174,"AV HEITOR VIEIRA, 245",,
54175,"R JOAQUIM NABUCO, 19",,
54176,"R JOAQUIM NABUCO, 19",,
54177,"R JOAQUIM NABUCO, 19",,
54178,"R JOAQUIM NABUCO, 19",,
54179,"R JOAQUIM NABUCO, 19",,
54180,"R PEDRO MODESTO RAMPI, 18/501",,
54181,"R PEDRO MODESTO RAMPI, 18/501",,
54182,"AV GETULIO VARGAS, 1583",,
54183,"AV ASSIS BRASIL, 5424/12",,
54184,"AV ASSIS BRASIL, 5424/12",,
54185,"AV ASSIS BRASIL, 5424/12",,
54186,"AV HEITOR VIEIRA, 342/8",,
54187,"AV HEITOR VIEIRA, 342/8",,
54188,"AV HEITOR VIEIRA, 342/8",,
54189,"R RIACHUELO, 224",,
54190,"R RIACHUELO, 224",,
54191,"AV BRASIL, 952",,
54192,"R JOSE DO PATROCINIO, 145/1",,
54193,"R JOSE DO PATROCINIO, 145/1",,
54194,"R JOSE DO PATROCINIO, 145/1",,
54195,"R JOSE DO PATROCINIO, 145/1",,
54196,"R VIGARIO JOSE IGNACIO, 508/235",,
54197,"AV CRISTOVAO COLOMBO, 545/1242",,
54198,"AV CRISTOVAO COLOMBO, 545/1242",,
54199,"R CLOVIS BEVILAQUA, 175",,
54200,"AV ASSIS BRASIL, 1826/204",,
54201,"AV ASSIS BRASIL, 1826/204",,
54202,"AV AZENHA, 960",,
54203,"R JOSE DO PATROCINIO, 83",,
54204,"R JOSE DO PATROCINIO, 83",,
54205,"R VASCO DA GAMA, 514",,
54206,"R VASCO DA GAMA, 514",,
54207,"R VASCO DA GAMA, 514",,
54208,"R VASCO DA GAMA, 514",,
54209,"AV ASSIS BRASIL, 3090/328",,
54210,"AV ASSIS BRASIL, 3090/328",,
54211,"AV ASSIS BRASIL, 3090/328",,
54212,"R QUINTINO BOCAIUVA, 1104",,
54213,"AV SERTORIO, 2839",,
54214,"AV DR NILO PECANHA, 1221/1101",,
54215,"R DR SALVADOR FRANCA, 1150",,
54216,"R DONA MARGARIDA, 333",,
54217,"AV ASSIS BRASIL, 6203/404",,
54218,"AV ASSIS BRASIL, 6203/404",,
54219,"AV ASSIS BRASIL, 6203/404",,
54220,"AV ASSIS BRASIL, 6203/404",,
54221,"AV ICARAI, 1719",,
54222,"AV ASSIS CHATEAUBRIAND, 125",,
54223,"PCA OSVALDO CRUZ, 15/1914",,
54224,"R PROF JOAQUIM LOUZADA, 159",,
54225,"R SERGIO JUNGBLUT DIETERICH, 820/25",,
54226,"AV AZENHA, 1502/101",,
54227,"AV AZENHA, 1502/101",,
54228,"AV AZENHA, 1514",,
54229,"AV AZENHA, 1514",,
54230,"R FERNANDO CORTEZ, 188/1",,
54231,"R GONCALVES LEDO, 224",,
54232,"R SIMAO KAPPEL, 104",,
54233,"R SANTANA, 477",,
54234,"R ANDRADAS, 1727/73",,
54235,"TRAV DR HEINZELMANN, 167",,
54236,"TRAV DR HEINZELMANN, 167",,
54237,"R SAO NICOLAU, 1077",,
54238,"R SAO NICOLAU, 1077",,
54239,"R SAO NICOLAU, 1077",,
54240,"R DONA MARGARIDA, 135",,
54241,"AV TERESOPOLIS, 2566/4",,
54242,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1241",,
54243,"AV PRESIDENTE FRANKLIN ROOSEVELT, 1241",,
54244,"AV BRASIL, 1523/25",,
54245,"AV BENTO GONCALVES, 1073",,
54246,"AV BENTO GONCALVES, 1073",,
54247,"AV BENTO GONCALVES, 1073",,
54248,"R TEIXEIRA DE FREITAS, 68",,
54249,"AV BENTO GONCALVES, 497",,
54250,"AV BENTO GONCALVES, 497",,
54251,"AV BENTO GONCALVES, 447",,
54252,"TRAV PADRE HENRIQUE KOEHLER, 87",,
54253,"AV IPIRANGA, 749",,
54254,"AV ASSIS BRASIL, 5325",,
54255,"R DONA MARGARIDA, 64",,
54256,"AV IPIRANGA, 5200/46",,
54257,"R SAO LUIZ, 169",,
54258,"R SAO LUIZ, 169",,
54259,"R ANDRADAS, 1354/44",,
54260,"AV MENA BARRETO, 393",,
54261,"AV MENA BARRETO, 393",,
54262,"R BERNARDO PIRES, 299",,
54263,"R PARQUE, 376",,
54264,"R PARQUE, 376",,
54265,"R PARQUE, 376",,
54266,"R PARQUE, 376",,
54267,"R PARQUE, 376",,
54268,"R PARQUE, 376",,
54269,"R DOM PEDRO II, 1220/502",,
54270,"R FELIX DA CUNHA, 516/3",,
54271,"AV IPIRANGA, 7664",,
54272,"R ENG FERNANDO DE ABREU PEREIRA, 499",,
54273,"R ENG FERNANDO DE ABREU PEREIRA, 499",,
54274,"R TUPI, 52/102",,
54275,"R TUPI, 52/102",,
54276,"R TUPI, 52/102",,
54277,"R TUPI, 52/401",,
54278,"R TUPI, 52/401",,
54279,"R TUPI, 52/401",,
54280,"R ANTONIO CARLOS BERTA, 475/1510",,
54281,"R ANTONIO CARLOS BERTA, 475/1510",,
54282,"R ANTONIO CARLOS BERTA, 475/1510",,
54283,"AV CRISTOVAO COLOMBO, 1160/304",,
54284,"AV WENCESLAU ESCOBAR, 1134/403",,
54285,"R PADRE DIOGO FEIJO, 203",,
54286,"R LOPO GONCALVES, 60/302",,
54287,"AV JUCA BATISTA, 1200/54",,
54288,"R OLAVO BILAC, 632",,
54289,"AV CARLOS GOMES, 1001/706",,
54290,"R CAPITAO PEDRO WERLANG, 58",,
54291,"AV JUCA BATISTA, 315",,
54292,"AV JUCA BATISTA, 315",,
54293,"AV ALBERTO BINS, 765/302",,
54294,"AV ALBERTO BINS, 765/302",,
54295,"AV ALBERTO BINS, 765/302",,
54296,"AV IPIRANGA, 6681/18",,
54297,"AV BRASIL, 1222",,
54298,"AV SAO PAULO, 636",,
54299,"AV SAO PAULO, 636",,
54300,"R FELIPE CAMARAO, 75/4",,
54301,"AV IPIRANGA, 6681/50",,
54302,"AV IPIRANGA, 6681/50",,
54303,"AV IPIRANGA, 6681/50",,
54304,"AV OSVALDO ARANHA, 790/301",,
54305,"AV OSVALDO ARANHA, 790/301",,
